Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45929239,03/31/2020 08:07:00 PM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,,,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,
45929221,03/31/2020 05:43:00 PM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10456,211 EAST  168 STREET,EAST  168 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,04 BRONX,,BRONX,1007537,243712,PHONE,Unspecified,BRONX,,,,,,,,40.83557777121086,-73.91584539774243,"(40.83557777121086, -73.91584539774243)"
45930630,03/31/2020 05:38:00 PM,04/06/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11218,114 ALBEMARLE ROAD,ALBEMARLE ROAD,MCDONALD AVENUE,EAST 2 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/06/2020 12:00:00 PM,12 BROOKLYN,3053340006,BROOKLYN,989989,174327,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.645162123509614,-73.97931958244115,"(40.645162123509614, -73.97931958244115)"
45930658,03/31/2020 03:44:00 PM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11691,130 BEACH   26 STREET,BEACH   26 STREET,DEAD END,SEAGIRT AVENUE,,,ADDRESS,Far Rockaway,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,14 QUEENS,4158170017,QUEENS,1051177,155573,ONLINE,Unspecified,QUEENS,,,,,,,,40.59343547011908,-73.75901587867638,"(40.59343547011908, -73.75901587867638)"
45924966,03/31/2020 09:54:00 AM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,,,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,
45926391,03/31/2020 09:41:00 AM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10467,2636 BOSTON ROAD,BOSTON ROAD,MATTHEWS AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,11 BRONX,,BRONX,1022285,254607,PHONE,Unspecified,BRONX,,,,,,,,40.865430080661156,-73.8624873116681,"(40.865430080661156, -73.8624873116681)"
45924919,03/31/2020 09:39:00 AM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10459,1284 UNION AVENUE,UNION AVENUE,BEND,RITTER PLACE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,03 BRONX,2029680034,BRONX,1012293,241966,PHONE,Unspecified,BRONX,,,,,,,,40.8307716857472,-73.8986654696723,"(40.8307716857472, -73.8986654696723)"
45922440,03/30/2020 07:31:00 PM,03/31/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11206,223 SCHOLES STREET,SCHOLES STREET,BUSHWICK AVENUE,WATERBURY STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2020 12:00:00 PM,01 BROOKLYN,3030370001,BROOKLYN,1000986,197645,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70915079525611,-73.93963412854902,"(40.70915079525611, -73.93963412854902)"
45922372,03/30/2020 05:38:00 PM,04/01/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10467,3177 WEBSTER AVENUE,WEBSTER AVENUE,EAST 204 STREET,EAST 205 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2020 12:00:00 PM,07 BRONX,2033530040,BRONX,1018717,257196,PHONE,Unspecified,BRONX,,,,,,,,40.87255074095535,-73.87537381250527,"(40.87255074095535, -73.87537381250527)"
45924960,03/30/2020 02:58:00 PM,04/02/2020 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11226,125 EAST   18 STREET,EAST   18 STREET,TENNIS COURT,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2020 12:00:00 PM,14 BROOKLYN,3050990074,BROOKLYN,994570,175406,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64811959183956,-73.96281035478435,"(40.64811959183956, -73.96281035478435)"
