Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57194240,03/31/2023 09:26:36 PM,04/01/2023 04:37:28 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11213,14 TROY AVENUE,TROY AVENUE,FULTON STREET,HERKIMER STREET,FULTON STREET,HERKIMER STREET,ADDRESS,BROOKLYN,TROY AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2023 04:37:32 PM,03 BROOKLYN,,BROOKLYN,1002188,186718,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67915636453298,-73.93532767769065,"(40.67915636453298, -73.93532767769065)"
57195108,03/31/2023 08:02:03 PM,04/01/2023 01:39:40 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10459,741 JENNINGS STREET,JENNINGS STREET,UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,JENNINGS STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2023 01:39:46 PM,03 BRONX,2029620064,BRONX,1012303,242334,PHONE,Unspecified,BRONX,,,,,,,,40.83178170766655,-73.89862779539902,"(40.83178170766655, -73.89862779539902)"
57193684,03/31/2023 05:57:26 PM,04/01/2023 12:52:50 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10305,21 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,LILY POND AVENUE,ROBIN ROAD,LILY POND AVENUE,ROBIN ROAD,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2023 12:52:54 PM,02 STATEN ISLAND,5031210217,STATEN ISLAND,966981,156419,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59599343138126,-74.06218281582167,"(40.59599343138126, -74.06218281582167)"
57200002,03/31/2023 03:39:34 PM,04/03/2023 01:04:10 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10027,44 WEST  129 STREET,WEST  129 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  129 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2023 01:04:17 PM,10 MANHATTAN,1017260057,MANHATTAN,1000263,234274,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80968932402265,-73.94215470534866,"(40.80968932402265, -73.94215470534866)"
57198547,03/31/2023 03:03:37 PM,04/03/2023 01:48:33 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11219,1353 BAY RIDGE AVENUE,BAY RIDGE AVENUE,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2023 01:48:36 PM,10 BROOKLYN,3057750053,BROOKLYN,983519,166234,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62295038577756,-74.00263327309277,"(40.62295038577756, -74.00263327309277)"
57199859,03/31/2023 01:47:01 PM,04/05/2023 09:21:06 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11229,2146 EAST   13 STREET,EAST   13 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,EAST   13 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/05/2023 09:21:10 PM,15 BROOKLYN,3073450025,BROOKLYN,995893,157006,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59761380413229,-73.9580744651632,"(40.59761380413229, -73.9580744651632)"
57199946,03/31/2023 01:04:18 PM,04/01/2023 02:59:41 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11356,15-40 131 STREET,131 STREET,15 AVENUE,18 AVENUE,15 AVENUE,18 AVENUE,ADDRESS,COLLEGE POINT,131 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2023 02:59:48 PM,07 QUEENS,4041160045,QUEENS,1029202,224966,PHONE,Unspecified,QUEENS,,,,,,,,40.78404158933478,-73.83767805153653,"(40.78404158933478, -73.83767805153653)"
57193010,03/31/2023 09:14:41 AM,04/07/2023 02:06:38 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11385,905 WYCKOFF AVENUE,WYCKOFF AVENUE,HANCOCK STREET,HANCOCK STREET,HANCOCK STREET,HANCOCK STREET,ADDRESS,RIDGEWOOD,WYCKOFF AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/07/2023 02:06:42 PM,05 QUEENS,4035490009,QUEENS,1010121,193259,PHONE,Unspecified,QUEENS,,,,,,,,40.69709026733096,-73.90670153441027,"(40.69709026733096, -73.90670153441027)"
57199447,03/31/2023 08:38:33 AM,04/01/2023 02:59:09 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Street,11385,1723 HARMAN STREET,HARMAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,HARMAN STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2023 02:59:13 PM,05 QUEENS,4034320058,QUEENS,1008182,196175,PHONE,Unspecified,QUEENS,,,,,,,,40.70509945699176,-73.91368377410855,"(40.70509945699176, -73.91368377410855)"
57181762,03/30/2023 08:37:48 PM,04/04/2023 01:38:22 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11694,196 BEACH  140 STREET,BEACH  140 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  140 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/04/2023 01:38:25 PM,14 QUEENS,4162840001,QUEENS,1024111,147697,PHONE,Unspecified,QUEENS,,,,,,,,40.57198049076875,-73.8565186718466,"(40.57198049076875, -73.8565186718466)"
