Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
53798675,03/31/2022 11:24:43 PM,04/01/2022 02:30:46 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11367,144-18 MELBOURNE AVENUE,MELBOURNE AVENUE,MAIN STREET,147 STREET,MAIN STREET,147 STREET,ADDRESS,FLUSHING,MELBOURNE AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 02:30:17 PM,08 QUEENS,4065320017,QUEENS,1032729,206792,ONLINE,Unspecified,QUEENS,,,,,,,,40.73414006923077,-73.82507311770864,"(40.73414006923077, -73.82507311770864)"
53792101,03/31/2022 08:13:39 PM,04/06/2022 01:33:23 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Street,11374,85-24 66 ROAD,66 ROAD,WOODHAVEN BOULEVARD,FITCHETT STREET,WOODHAVEN BOULEVARD,FITCHETT STREET,ADDRESS,REGO PARK,66 ROAD,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/06/2022 01:33:08 PM,06 QUEENS,4031410021,QUEENS,1022392,200886,ONLINE,Unspecified,QUEENS,,,,,,,,40.71798017310528,-73.86240554177313,"(40.71798017310528, -73.86240554177313)"
53799761,03/31/2022 06:44:35 PM,04/01/2022 01:20:42 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10465,3136 SPENCER DRIVE,SPENCER DRIVE,DWIGHT PLACE,ROBERTSON PLACE,DWIGHT PLACE,ROBERTSON PLACE,ADDRESS,BRONX,SPENCER DRIVE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 01:19:50 PM,10 BRONX,2054110113,BRONX,1033096,246745,ONLINE,Unspecified,BRONX,,,,,,,,40.843798076603946,-73.82345833260943,"(40.843798076603946, -73.82345833260943)"
53793216,03/31/2022 06:10:47 PM,04/06/2022 11:25:40 AM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11206,201 TOMPKINS AVENUE,TOMPKINS AVENUE,PULASKI STREET,DEKALB AVENUE,PULASKI STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/06/2022 11:24:21 AM,03 BROOKLYN,3017760173,BROOKLYN,999335,191352,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69188095412346,-73.94560329254328,"(40.69188095412346, -73.94560329254328)"
53794301,03/31/2022 05:11:39 PM,04/01/2022 01:53:31 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10025,276 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 01:53:04 PM,07 MANHATTAN,1018880087,MANHATTAN,991738,230153,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.798389650587495,-73.97295497300625,"(40.798389650587495, -73.97295497300625)"
53799762,03/31/2022 03:59:15 PM,04/01/2022 04:25:02 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11432,89 AVENUE,89 AVENUE,89 AVENUE,PARSONS BOULEVARD,89 AVENUE,PARSONS BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 04:24:41 PM,12 QUEENS,,QUEENS,1039242,196467,PHONE,Unspecified,QUEENS,,,,,,,,40.70576240751889,-73.80165667775871,"(40.70576240751889, -73.80165667775871)"
53793217,03/31/2022 02:15:44 PM,04/01/2022 01:08:46 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10314,191 VASSAR STREET,VASSAR STREET,NOME AVENUE,RICHMOND HILL ROAD,NOME AVENUE,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,VASSAR STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 01:06:21 PM,02 STATEN ISLAND,5023870001,STATEN ISLAND,939278,152899,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.586234478905354,-74.16191315638861,"(40.586234478905354, -74.16191315638861)"
53796480,03/31/2022 10:40:28 AM,04/11/2022 11:48:37 AM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11209,333 99 STREET,99 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,99 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/11/2022 11:47:48 AM,10 BROOKLYN,3061300045,BROOKLYN,974737,162960,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.613958859298606,-74.03426395813439,"(40.613958859298606, -74.03426395813439)"
53792102,03/31/2022 09:35:30 AM,04/01/2022 02:42:36 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11422,242-14 138 AVENUE,138 AVENUE,242 STREET,243 STREET,242 STREET,243 STREET,ADDRESS,ROSEDALE,138 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 02:42:09 PM,13 QUEENS,4132570027,QUEENS,1057767,182633,PHONE,Unspecified,QUEENS,,,,,,,,40.66765689852285,-73.73499262815236,"(40.66765689852285, -73.73499262815236)"
53792103,03/31/2022 09:27:22 AM,04/01/2022 01:27:55 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10462,1340 ODELL STREET,ODELL STREET,UNIONPORT ROAD,STARLING AVENUE,UNIONPORT ROAD,STARLING AVENUE,ADDRESS,BRONX,ODELL STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2022 01:27:02 PM,09 BRONX,2039340029,BRONX,1024664,243488,PHONE,Unspecified,BRONX,,,,,,,,40.83490118816718,-73.85395325452565,"(40.83490118816718, -73.85395325452565)"
