Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
50167538,03/31/2021 08:47:00 PM,04/09/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11236,1371 EAST   99 STREET,EAST   99 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/09/2021 12:00:00 PM,18 BROOKLYN,3082830011,BROOKLYN,1014623,171408,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63709987816319,-73.89056445517376,"(40.63709987816319, -73.89056445517376)"
50168789,03/31/2021 07:00:00 PM,04/09/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11233,342 MACON STREET,MACON STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/09/2021 12:00:00 PM,03 BROOKLYN,3016690011,BROOKLYN,1001740,187948,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68253333086012,-73.93693967040137,"(40.68253333086012, -73.93693967040137)"
50164007,03/31/2021 04:00:00 PM,04/20/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11215,258 23 STREET,23 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/20/2021 12:00:00 PM,07 BROOKLYN,3009010003,BROOKLYN,986004,179611,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65966723802345,-73.9936781077871,"(40.65966723802345, -73.9936781077871)"
50171064,03/31/2021 02:15:00 PM,04/03/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11377,65-29 LAUREL HILL BOULEVARD,LAUREL HILL BOULEVARD,65 STREET,65 PLACE,,,ADDRESS,Woodside,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2021 12:00:00 PM,02 QUEENS,,QUEENS,1012008,208997,ONLINE,Unspecified,QUEENS,,,,,,,,40.74028154708096,-73.89983155994675,"(40.74028154708096, -73.89983155994675)"
50162539,03/31/2021 01:54:00 PM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11379,78-06 69 ROAD,69 ROAD,78 STREET,79 STREET,,,ADDRESS,Middle Village,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,05 QUEENS,4037980120,QUEENS,1019131,197614,PHONE,Unspecified,QUEENS,,,,,,,,40.70901278110823,-73.87418629542582,"(40.70901278110823, -73.87418629542582)"
50156048,03/31/2021 11:50:00 AM,04/09/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11208,787 LOGAN STREET,LOGAN STREET,HEGEMAN AVENUE,LINDEN BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/09/2021 12:00:00 PM,05 BROOKLYN,,BROOKLYN,1019449,182278,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66691776640978,-73.87311941253563,"(40.66691776640978, -73.87311941253563)"
50157660,03/31/2021 09:56:00 AM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11378,66-32 CLINTON AVENUE,CLINTON AVENUE,BORDEN AVENUE,68 STREET,,,ADDRESS,Maspeth,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,05 QUEENS,4023940017,QUEENS,1012494,203850,PHONE,Unspecified,QUEENS,,,,,,,,40.72615276821424,-73.89809937222498,"(40.72615276821424, -73.89809937222498)"
50162570,03/30/2021 05:37:00 PM,04/05/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11230,1031 EAST    8 STREET,EAST    8 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/05/2021 12:00:00 PM,12 BROOKLYN,3065290079,BROOKLYN,993162,166561,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62384348001211,-73.96789597217295,"(40.62384348001211, -73.96789597217295)"
50148182,03/30/2021 10:16:00 AM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11235,338 NEPTUNE AVENUE,NEPTUNE AVENUE,ATHLONE COURT,BRIGHTON 3 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,13 BROOKLYN,3086630244,BROOKLYN,993885,150883,PHONE,Unspecified,BROOKLYN,,,,,,,,40.580809804167984,-73.9653138462954,"(40.580809804167984, -73.9653138462954)"
50151462,03/30/2021 09:40:00 AM,04/01/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,7 AVENUE,7 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2021 12:00:00 PM,07 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
50155314,03/29/2021 07:26:00 PM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11236,2125 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,SKIDMORE AVENUE,SCHENCK STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,18 BROOKLYN,3083290225,BROOKLYN,1015544,169415,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.631626314859176,-73.88725528885986,"(40.631626314859176, -73.88725528885986)"
50149452,03/29/2021 03:27:00 PM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,SOUTH END AVENUE,SOUTH END AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,01 MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,
50147183,03/29/2021 01:36:00 PM,03/31/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11372,35-16 93 STREET,93 STREET,35 AVENUE,37 AVENUE,,,ADDRESS,Jackson Heights,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2021 12:00:00 PM,03 QUEENS,4014660011,QUEENS,1019048,213470,ONLINE,Unspecified,QUEENS,,,,,,,,40.75253389900089,-73.87440367014759,"(40.75253389900089, -73.87440367014759)"
50144950,03/29/2021 10:37:00 AM,04/05/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11216,378 QUINCY STREET,QUINCY STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/05/2021 12:00:00 PM,03 BROOKLYN,3018090026,BROOKLYN,999268,189757,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68750316089391,-73.94584845092211,"(40.68750316089391, -73.94584845092211)"
50141737,03/29/2021 08:25:00 AM,03/31/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11373,89-21 ELMHURST AVENUE,ELMHURST AVENUE,ELBERTSON STREET,DENMAN STREET,,,ADDRESS,Elmhurst,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2021 12:00:00 PM,04 QUEENS,4015110001,QUEENS,1018372,211606,ONLINE,Unspecified,QUEENS,,,,,,,,40.747420328856705,-73.87685300997468,"(40.747420328856705, -73.87685300997468)"
50143869,03/29/2021 07:23:00 AM,04/01/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11435,82-30 138 STREET,138 STREET,HOOVER AVENUE,82 DRIVE,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2021 12:00:00 PM,08 QUEENS,4096670001,QUEENS,1033946,199459,ONLINE,Unspecified,QUEENS,,,,,,,,40.714006049679604,-73.82073597458687,"(40.714006049679604, -73.82073597458687)"
50142822,03/28/2021 11:20:00 PM,04/05/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11233,9A HULL STREET,HULL STREET,FULTON STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/05/2021 12:00:00 PM,03 BROOKLYN,3015310155,BROOKLYN,1007080,186584,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6787772999055,-73.91769089033765,"(40.6787772999055, -73.91769089033765)"
50137519,03/28/2021 09:20:00 AM,03/30/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11379,61-47 69 STREET,69 STREET,61 ROAD,61 DRIVE,,,ADDRESS,Middle Village,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2021 12:00:00 PM,05 QUEENS,4029230001,QUEENS,1014689,201005,ONLINE,Unspecified,QUEENS,,,,,,,,40.71833665619001,-73.89019297650948,"(40.71833665619001, -73.89019297650948)"
50136782,03/27/2021 02:30:00 PM,03/29/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10459,970 PROSPECT AVENUE,PROSPECT AVENUE,EAST 163 STREET,EAST 164 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/29/2021 12:00:00 PM,02 BRONX,2026900114,BRONX,1011878,239178,PHONE,Unspecified,BRONX,,,,,,,,40.823120733499714,-73.90017656856209,"(40.823120733499714, -73.90017656856209)"
50125056,03/27/2021 01:04:00 PM,03/30/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10305,25 WINDOM AVENUE,WINDOM AVENUE,CEDAR AVENUE,ROBIN ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2021 12:00:00 PM,02 STATEN ISLAND,5031200018,STATEN ISLAND,966262,156591,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59646410647068,-74.06477227306685,"(40.59646410647068, -74.06477227306685)"
50125101,03/27/2021 11:57:00 AM,03/31/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11427,80-45 WINCHESTER BOULEVARD,WINCHESTER BOULEVARD,UNION TURNPIKE,237 STREET,,,ADDRESS,Queens Village,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2021 12:00:00 PM,13 QUEENS,4078800400,QUEENS,1057959,208147,PHONE,Unspecified,QUEENS,,,,,,,,40.73768491933031,-73.73402127140984,"(40.73768491933031, -73.73402127140984)"
50128670,03/27/2021 09:01:00 AM,03/29/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10029,401 EAST  100 STREET,EAST  100 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/29/2021 12:00:00 PM,11 MANHATTAN,1016940007,MANHATTAN,1000126,225548,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78573908057979,-73.94267023348725,"(40.78573908057979, -73.94267023348725)"
50127557,03/27/2021 07:45:00 AM,03/30/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10312,18 STAFFORD AVENUE,STAFFORD AVENUE,GRANTWOOD AVENUE,CARLTON BOULEVARD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2021 12:00:00 PM,03 STATEN ISLAND,5057140027,STATEN ISLAND,933456,140287,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55158562044243,-74.18277935995837,"(40.55158562044243, -74.18277935995837)"
50131852,03/26/2021 07:57:00 PM,03/27/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10002,126 FORSYTH STREET,FORSYTH STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2021 12:00:00 PM,03 MANHATTAN,1004190049,MANHATTAN,986377,201371,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71939334789154,-73.99232684447163,"(40.71939334789154, -73.99232684447163)"
50122350,03/26/2021 01:41:00 PM,04/01/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,LINCOLN PLACE,LINCOLN PLACE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2021 12:00:00 PM,08 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
50120855,03/26/2021 12:45:00 PM,04/02/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,BATH AVENUE,BATH AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2021 12:00:00 PM,13 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
50119293,03/26/2021 10:40:00 AM,04/01/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11238,526 PARK PLACE,PARK PLACE,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2021 12:00:00 PM,08 BROOKLYN,3011670018,BROOKLYN,995109,185207,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.675020525791865,-73.96085220441984,"(40.675020525791865, -73.96085220441984)"
50118427,03/26/2021 10:05:00 AM,03/27/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,DEHART AVENUE,DEHART AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2021 12:00:00 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,
