Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38836603,03/31/2018 09:29:00 PM,04/09/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10025,244 WEST  109 STREET,WEST  109 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/09/2018 12:00:00 PM,07 MANHATTAN,1018800055,MANHATTAN,993722,231830,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80299065281518,-73.96578683158725,"(40.80299065281518, -73.96578683158725)"
38834099,03/31/2018 02:25:00 PM,04/02/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10305,737 LIBERTY AVENUE,LIBERTY AVENUE,QUINCY AVENUE,OCEANSIDE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/02/2018 12:00:00 PM,02 STATEN ISLAND,5034810039,STATEN ISLAND,962198,150279,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.57912975226362,-74.07938556363217,"(40.57912975226362, -74.07938556363217)"
38827274,03/31/2018 01:05:00 PM,04/03/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11102,,,,,23 STREET,25 ROAD,INTERSECTION,Astoria,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,1005536,221080,PHONE,Unspecified,QUEENS,,,,,,,,40.77346423235036,-73.92314836585581,"(40.77346423235036, -73.92314836585581)"
38831311,03/31/2018 01:02:00 PM,04/03/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11102,,,,,22 STREET,25 ROAD,INTERSECTION,Astoria,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,1005354,221187,PHONE,Unspecified,QUEENS,,,,,,,,40.77375835561072,-73.92380512793387,"(40.77375835561072, -73.92380512793387)"
38826237,03/30/2018 07:00:00 PM,03/31/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10458,2820 DECATUR AVENUE,DECATUR AVENUE,EAST 198 STREET,OLIVER PLACE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2018 12:00:00 PM,07 BRONX,2032790006,BRONX,1015802,255155,PHONE,Unspecified,BRONX,,,,,,,,40.8669597256811,-73.88592350230455,"(40.8669597256811, -73.88592350230455)"
38829691,03/30/2018 05:00:00 PM,04/05/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10033,,,,,WEST 176 STREET,AUDUBON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/05/2018 12:00:00 PM,Unspecified MANHATTAN,,MANHATTAN,1002321,247330,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84552033756847,-73.93468523101977,"(40.84552033756847, -73.93468523101977)"
38826249,03/30/2018 04:28:00 PM,03/31/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11419,101-68 130 STREET,130 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,South Richmond Hill,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2018 12:00:00 PM,09 QUEENS,4094970036,QUEENS,1035164,191133,PHONE,Unspecified,QUEENS,,,,,,,,40.691146257769624,-73.8164053499534,"(40.691146257769624, -73.8164053499534)"
38828861,03/30/2018 04:20:00 PM,04/03/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11418,123-02 HILLSIDE AVENUE,HILLSIDE AVENUE,123 STREET,124 STREET,,,ADDRESS,Richmond Hill,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2018 12:00:00 PM,09 QUEENS,4092770050,QUEENS,1031995,195197,PHONE,Unspecified,QUEENS,,,,,,,,40.70231863431009,-73.82780384901068,"(40.70231863431009, -73.82780384901068)"
38849794,03/30/2018 04:00:00 PM,04/07/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10310,450 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/07/2018 12:00:00 PM,01 STATEN ISLAND,5001830042,STATEN ISLAND,952736,168835,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63003355881506,-74.11353460870689,"(40.63003355881506, -74.11353460870689)"
38819180,03/30/2018 12:09:00 PM,04/02/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11249,295 KENT AVENUE,KENT AVENUE,SOUTH 2 STREET,SOUTH 3 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2018 12:00:00 PM,01 BROOKLYN,3024150006,BROOKLYN,993437,199596,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71451688430049,-73.96686030841154,"(40.71451688430049, -73.96686030841154)"
38822031,03/30/2018 11:54:00 AM,04/02/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10461,MACLAY AVENUE,MACLAY AVENUE,SEDDON STREET,,MACLAY AVENUE,SEDDON STREET,INTERSECTION,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2018 12:00:00 PM,Unspecified BRONX,,BRONX,1025861,245751,PHONE,Unspecified,BRONX,,,,,,,,40.8411068985288,-73.8496135449604,"(40.8411068985288, -73.8496135449604)"
38821142,03/30/2018 10:39:00 AM,04/02/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10467,ARNOW AVENUE,ARNOW AVENUE,WALLACE AVENUE,,ARNOW AVENUE,WALLACE AVENUE,INTERSECTION,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2018 12:00:00 PM,Unspecified BRONX,,BRONX,1021759,255484,PHONE,Unspecified,BRONX,,,,,,,,40.867839426935895,-73.86438411329779,"(40.867839426935895, -73.86438411329779)"
38819181,03/29/2018 10:12:00 PM,04/03/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11109,,,,,CENTER BOULEVARD,48 AVENUE,INTERSECTION,Long Island City,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,995928,210657,ONLINE,Unspecified,QUEENS,,,,,,,,40.74487368375495,-73.95785548445366,"(40.74487368375495, -73.95785548445366)"
38811928,03/29/2018 12:20:00 PM,03/31/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11233,,,,,CHAUNCEY STREET,ROCKAWAY AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2018 12:00:00 PM,Unspecified BROOKLYN,,BROOKLYN,1008750,187922,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68244533972703,-73.91166517067009,"(40.68244533972703, -73.91166517067009)"
38815104,03/29/2018 11:34:00 AM,03/30/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10452,1074 SUMMIT AVENUE,SUMMIT AVENUE,WEST 165 STREET,WEST 166 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2018 12:00:00 PM,04 BRONX,2025260006,BRONX,1003875,243563,ONLINE,Unspecified,BRONX,,,,,,,,40.83517770628178,-73.92907956951548,"(40.83517770628178, -73.92907956951548)"
38816047,03/29/2018 08:46:00 AM,04/02/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11366,75-02 196 STREET,196 STREET,75 AVENUE,UNION TURNPIKE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2018 12:00:00 PM,08 QUEENS,4072110006,QUEENS,1046403,206273,ONLINE,Unspecified,QUEENS,,,,,,,,40.73263002768763,-73.77573817972589,"(40.73263002768763, -73.77573817972589)"
38816048,03/28/2018 02:09:00 PM,03/31/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11208,1122 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2018 12:00:00 PM,05 BROOKLYN,3042020012,BROOKLYN,1020916,186531,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67858532992535,-73.86780824227372,"(40.67858532992535, -73.86780824227372)"
38806779,03/28/2018 11:52:00 AM,03/30/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10453,153 MORTON PLACE,MORTON PLACE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2018 12:00:00 PM,05 BRONX,2028680277,BRONX,1007901,249297,PHONE,Unspecified,BRONX,,,,,,,,40.85090598700377,-73.91451027722927,"(40.85090598700377, -73.91451027722927)"
38807843,03/28/2018 10:56:00 AM,03/31/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11416,89-12 97 AVENUE,97 AVENUE,89 STREET,90 STREET,,,ADDRESS,Ozone Park,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/31/2018 12:00:00 PM,09 QUEENS,4090630005,QUEENS,1025366,188708,ONLINE,Unspecified,QUEENS,,,,,,,,40.68454114063382,-73.85175142404474,"(40.68454114063382, -73.85175142404474)"
38802288,03/28/2018 09:44:00 AM,04/03/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11214,1864 86 STREET,86 STREET,BAY 20 STREET,19 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2018 12:00:00 PM,11 BROOKLYN,3063710047,BROOKLYN,983944,160172,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60631147340157,-74.00110202564122,"(40.60631147340157, -74.00110202564122)"
38809075,03/27/2018 07:01:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11105,,,,,28 STREET,DITMARS BOULEVARD,INTERSECTION,Astoria,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,1008516,222484,PHONE,Unspecified,QUEENS,,,,,,,,40.777310163484614,-73.91238421811065,"(40.777310163484614, -73.91238421811065)"
38808983,03/27/2018 06:42:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11360,15-31 208 STREET,208 STREET,15 ROAD,15 DRIVE,,,ADDRESS,Bayside,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,07 QUEENS,,QUEENS,1043727,225069,ONLINE,Unspecified,QUEENS,,,,,,,,40.78423848469573,-73.78522745982414,"(40.78423848469573, -73.78522745982414)"
38804613,03/27/2018 06:05:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11358,29-05 JORDAN STREET,JORDAN STREET,29 AVENUE,30 AVENUE,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,11 QUEENS,4060220002,QUEENS,1042211,220084,ONLINE,Unspecified,QUEENS,,,,,,,,40.7705660839896,-73.79074474373179,"(40.7705660839896, -73.79074474373179)"
38801534,03/27/2018 04:02:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11419,101-68 130 STREET,130 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,South Richmond Hill,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,09 QUEENS,4094970036,QUEENS,1035164,191133,PHONE,Unspecified,QUEENS,,,,,,,,40.691146257769624,-73.8164053499534,"(40.691146257769624, -73.8164053499534)"
38804687,03/27/2018 03:26:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11416,97-31 91 STREET,91 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,Ozone Park,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,09 QUEENS,4090650044,QUEENS,1025822,188773,ONLINE,Unspecified,QUEENS,,,,,,,,40.684717420563544,-73.85010686454434,"(40.684717420563544, -73.85010686454434)"
38804757,03/27/2018 02:51:00 PM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11691,22-30 NEW HAVEN AVENUE,NEW HAVEN AVENUE,BEACH 22 STREET,GRASSMERE TERRACE,,,ADDRESS,Far Rockaway,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,14 QUEENS,4157520016,QUEENS,1051898,158372,PHONE,Unspecified,QUEENS,,,,,,,,40.60111265666622,-73.75639175861576,"(40.60111265666622, -73.75639175861576)"
38797707,03/27/2018 12:58:00 PM,03/29/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11358,194-01 37 AVENUE,37 AVENUE,194 STREET,195 STREET,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/29/2018 12:00:00 PM,11 QUEENS,4053180002,QUEENS,1042939,217228,ONLINE,Unspecified,QUEENS,,,,,,,,40.76272232332994,-73.7881414099123,"(40.76272232332994, -73.7881414099123)"
38798340,03/27/2018 11:59:00 AM,03/28/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11379,,,,,69 ROAD,79 STREET,INTERSECTION,Middle Village,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,1019382,197640,PHONE,Unspecified,QUEENS,,,,,,,,40.70908315181371,-73.87328081886155,"(40.70908315181371, -73.87328081886155)"
38799574,03/27/2018 08:04:00 AM,03/27/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10031,520 WEST  140 STREET,WEST  140 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2018 12:00:00 PM,09 MANHATTAN,1020710043,MANHATTAN,997873,238912,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822423341207696,-73.95077891516559,"(40.822423341207696, -73.95077891516559)"
38798346,03/26/2018 10:38:00 PM,03/27/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11420,130-19 116 AVENUE,116 AVENUE,130 STREET,131 STREET,,,ADDRESS,South Ozone Park,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2018 12:00:00 PM,10 QUEENS,4116730033,QUEENS,1037051,186295,ONLINE,Unspecified,QUEENS,,,,,,,,40.67785602713992,-73.80963880667285,"(40.67785602713992, -73.80963880667285)"
38798957,03/26/2018 09:25:00 PM,03/27/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10301,,,,,GRANT STREET,BAY STREET,INTERSECTION,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2018 12:00:00 PM,Unspecified STATEN ISLAND,,STATEN ISLAND,963336,169952,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.633130854080726,-74.07534976954743,"(40.633130854080726, -74.07534976954743)"
38800666,03/26/2018 03:51:00 PM,03/27/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11377,,,,,45 STREET,47 AVENUE,INTERSECTION,Woodside,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2018 12:00:00 PM,Unspecified QUEENS,,QUEENS,1006411,209348,PHONE,Unspecified,QUEENS,,,,,,,,40.74126075035584,-73.92002791089166,"(40.74126075035584, -73.92002791089166)"
38798956,03/26/2018 03:24:00 PM,03/27/2018 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10469,2717 YATES AVENUE,YATES AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2018 12:00:00 PM,11 BRONX,2045210057,BRONX,1024421,254776,PHONE,Unspecified,BRONX,,,,,,,,40.86588447192598,-73.8547637646825,"(40.86588447192598, -73.8547637646825)"
