Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63594304,01/01/2025 06:57:47 AM,01/03/2025 09:06:27 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10467,375 EAST  205 STREET,EAST  205 STREET,DECATUR AVENUE,WEBSTER AVENUE,DECATUR AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,EAST  205 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/03/2025 09:06:30 PM,07 BRONX,2033540047,BRONX,1018708,257430,PHONE,Unspecified,BRONX,,,,,,,,40.8731930336051,-73.87540515130969,"(40.8731930336051, -73.87540515130969)"
63607124,01/02/2025 10:04:20 AM,01/03/2025 09:09:19 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10452,1591 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST MOUNT EDEN AVENUE,CROSS BRONX EP NB EN JEROME AV,EAST MOUNT EDEN AVENUE,CROSS BRONX EP NB EN JEROME AV,ADDRESS,BRONX,TOWNSEND AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/03/2025 09:09:21 PM,04 BRONX,2028470025,BRONX,1008132,246868,PHONE,Unspecified,BRONX,,,,,,,,40.844238479321234,-73.91368394870703,"(40.844238479321234, -73.91368394870703)"
63601645,01/02/2025 11:02:08 AM,01/02/2025 08:49:44 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10456,1373 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/02/2025 08:49:49 PM,03 BRONX,2029010001,BRONX,1010529,243376,PHONE,Unspecified,BRONX,,,,,,,,40.83464715254856,-73.90503422715659,"(40.83464715254856, -73.90503422715659)"
63609230,01/02/2025 11:30:15 AM,01/02/2025 09:30:27 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11207,LIVONIA AVENUE,LIVONIA AVENUE,LIVONIA AVENUE,MILLER AVENUE,LIVONIA AVENUE,MILLER AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/02/2025 09:30:32 PM,05 BROOKLYN,,BROOKLYN,1014938,181738,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66545237270938,-73.88938249381556,"(40.66545237270938, -73.88938249381556)"
63595579,01/02/2025 12:24:30 PM,01/02/2025 08:12:45 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10016,399 EAST   28 STREET,EAST   28 STREET,MOUNT CARMEL PLACE,1 AVENUE,MOUNT CARMEL PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/02/2025 08:12:47 PM,06 MANHATTAN,,MANHATTAN,990805,208905,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74007016210461,-73.97634548936315,"(40.74007016210461, -73.97634548936315)"
63608778,01/02/2025 12:38:43 PM,01/04/2025 08:48:16 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10453,2090 MORRIS AVENUE,MORRIS AVENUE,EAST BURNSIDE AVENUE,EAST  181 STREET,EAST BURNSIDE AVENUE,EAST  181 STREET,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/04/2025 08:48:18 PM,05 BRONX,2031690009,BRONX,1010568,250408,PHONE,Unspecified,BRONX,,,,,,,,40.85394780339648,-73.90486569257283,"(40.85394780339648, -73.90486569257283)"
63601540,01/02/2025 01:56:28 PM,01/02/2025 09:31:36 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11208,COX PLACE,COX PLACE,COX PLACE,CRESCENT STREET,COX PLACE,CRESCENT STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/02/2025 09:31:40 PM,05 BROOKLYN,,BROOKLYN,1019336,189851,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68770436744019,-73.87348731365293,"(40.68770436744019, -73.87348731365293)"
63601517,01/02/2025 02:45:46 PM,01/02/2025 08:51:06 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10460,1553 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,MANSION STREET,EAST TREMONT AVENUE,MANSION STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,ST LAWRENCE AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/02/2025 08:51:11 PM,09 BRONX,2039180028,BRONX,1020696,244992,ONLINE,Unspecified,BRONX,,,,,,,,40.839046494398275,-73.86828448336328,"(40.839046494398275, -73.86828448336328)"
63605585,01/02/2025 06:46:16 PM,01/03/2025 08:42:20 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10023,300 WEST   72 STREET,WEST   72 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   72 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/03/2025 08:42:23 PM,07 MANHATTAN,1011830035,MANHATTAN,988498,223407,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77987584300098,-73.98466141422995,"(40.77987584300098, -73.98466141422995)"
63605500,01/02/2025 09:55:04 PM,01/03/2025 08:52:09 PM,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/03/2025 08:52:12 PM,12 MANHATTAN,1021360106,MANHATTAN,999035,244344,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83733075391628,-73.94656853762118,"(40.83733075391628, -73.94656853762118)"
