Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42112677,03/31/2019 07:54:00 PM,04/01/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11221,1061 GREENE AVENUE,GREENE AVENUE,BROADWAY,GOODWIN PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2019 12:00:00 PM,04 BROOKLYN,3032830050,BROOKLYN,1005040,191418,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69205054609351,-73.92503079284718,"(40.69205054609351, -73.92503079284718)"
42098632,03/31/2019 10:50:00 AM,04/03/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10034,,,,,COOPER STREET,WEST 204 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2019 12:00:00 PM,12 MANHATTAN,,MANHATTAN,1005373,255455,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86781425054724,-73.92362866221902,"(40.86781425054724, -73.92362866221902)"
42098666,03/31/2019 09:13:00 AM,04/02/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11373,,,,,FORLEY STREET,WHITNEY AVENUE,INTERSECTION,Elmhurst,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2019 12:00:00 PM,04 QUEENS,,QUEENS,1018657,210893,PHONE,Unspecified,QUEENS,,,,,,,,40.74546222042261,-73.87582808820335,"(40.74546222042261, -73.87582808820335)"
42101522,03/31/2019 08:34:00 AM,04/01/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10457,311 EAST  175 STREET,EAST  175 STREET,CLAY AVENUE,ANTHONY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2019 12:00:00 PM,05 BRONX,2028910057,BRONX,1010752,247742,PHONE,Unspecified,BRONX,,,,,,,,40.84662987655038,-73.90421110815689,"(40.84662987655038, -73.90421110815689)"
42100866,03/31/2019 08:04:00 AM,04/01/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11234,6280 AVENUE U,AVENUE U,MILL AVENUE,EAST 63 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2019 12:00:00 PM,18 BROOKLYN,,BROOKLYN,1008351,163665,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6158662665876,-73.91319043775282,"(40.6158662665876, -73.91319043775282)"
42100162,03/30/2019 09:23:00 PM,04/03/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10038,,,,,WATER STREET,JOHN STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2019 12:00:00 PM,01 MANHATTAN,,MANHATTAN,982863,196802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.706852678991964,-74.00500266315939,"(40.706852678991964, -74.00500266315939)"
42094471,03/30/2019 12:17:00 PM,04/03/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10031,462 WEST  146 STREET,WEST  146 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2019 12:00:00 PM,09 MANHATTAN,1020600154,MANHATTAN,999109,240054,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82555581387279,-73.94631061168447,"(40.82555581387279, -73.94631061168447)"
42097212,03/30/2019 09:17:00 AM,04/03/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11358,36-07 166 STREET,166 STREET,CROCHERON AVENUE,DEPOT ROAD,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/03/2019 12:00:00 PM,07 QUEENS,4052930015,QUEENS,1039687,217226,PHONE,Unspecified,QUEENS,,,,,,,,40.76273782351883,-73.79988062229387,"(40.76273782351883, -73.79988062229387)"
42095380,03/30/2019 08:56:00 AM,04/01/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11223,1893 WEST    8 STREET,WEST    8 STREET,HIGHLAWN AVENUE,AVENUE S,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2019 12:00:00 PM,11 BROOKLYN,3066730050,BROOKLYN,989699,158367,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60135544611431,-73.9803774770231,"(40.60135544611431, -73.9803774770231)"
42094439,03/30/2019 08:20:00 AM,04/01/2019 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11234,6910 AVENUE U,AVENUE U,EAST 69 STREET,EAST 70 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/01/2019 12:00:00 PM,18 BROOKLYN,3084290036,BROOKLYN,1009582,164801,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.618980915279145,-73.90875223099572,"(40.618980915279145, -73.90875223099572)"
